['G51', 'G48', 'G33', 'G21', 'G19', 'G14', 'G73', 'G66'];;X;Y;X1;Y1
V6;;744365,5121;6944281,74;744365,4823;6944281,783
V7;;744506,259;6944317,488;744506,248;6944317,532
V8;;744640,4874;6944241,542;744640,5095;6944241,599
V9;;744709,4014;6944282,442;744709,4169;6944282,495
V10;;744648,4348;6944171,177;744648,4497;6944171,232
V11;;744775,9742;6944099,934;744776,0061;6944099,946
V12;;744851,9305;6943999,344;744851,9517;6943999,337
V13;;744958,5639;6944107,778;744958,6138;6944107,754
V14;;744983,8408;6944177,202;744983,8694;6944177,169
V15;;744873,1954;6944252,751;744873,2112;6944252,756
V16;;744961,359;6944365,332;744961,3927;6944365,329
V17;;744895,8943;6944433,302;744895,9053;6944433,308
V18;;745027,9492;6944505,277;745027,9742;6944505,255
V19;;744947,5233;6944568,049;744947,5341;6944568,059
V20;;744909,3599;6944668,258;744909,3748;6944668,278
V21;;744850,3611;6944704,003;744850,3571;6944704,026
V22;;744801,269;6944637,62;744801,2928;6944637,669
V23;;744715,7888;6944606,107;744715,8142;6944606,16
V24;;744710,6533;6944516,876;744710,6729;6944516,927
V25;;744799,7048;6944440,595;744799,7232;6944440,624
V26;;744659,6297;6944369,946;744659,6545;6944369,991
V27;;744601,7854;6944461,992;744603,0966;6944461,605
V28;;744704,4731;6944714,325;744704,4781;6944714,369
V29;;744692,8648;6944781,465;744692,875;6944781,506
V30;;744591,9133;6944851,069;744591,909;6944851,045
V31;;744387,3564;6944783,032;744387,361;6944782,996
V32;;744500,9905;6944802,769;744500,9932;6944802,758
V33;;744566,6215;6944688,756;744566,6149;6944688,784
V34;;744477,3518;6944739,329;744477,1801;6944739,488
['G51', 'G34', 'G30', 'G21', 'G18', 'G79', 'G76', 'G63'];;;;;
V1;;744489,7101;6944624,91;744489,6758;6944624,956
V2;;744358,7886;6944595,192;744358,736;6944595,225
V3;;744292,7017;6944529,684;744292,6446;6944529,697
V4;;744379,7532;6944471,727;744379,6964;6944471,762
V5;;744375,6549;6944361,043;744375,6141;6944361,106
V6;;744365,5325;6944281,724;744365,4823;6944281,783
V7;;744506,2776;6944317,471;744506,248;6944317,532
V8;;744640,5036;6944241,527;744640,5095;6944241,599
V9;;744709,417;6944282,426;744709,4169;6944282,495
V10;;744648,4502;6944171,163;744648,4497;6944171,232
V11;;744775,9868;6944099,92;744776,0061;6944099,946
V12;;744851,9405;6943999,329;744851,9517;6943999,337
V13;;744958,5736;6944107,762;744958,6138;6944107,754
V14;;744983,8508;6944177,184;744983,8694;6944177,169
V15;;744873,208;6944252,733;744873,2112;6944252,756
V16;;744961,3713;6944365,312;744961,3927;6944365,329
V17;;744895,9085;6944433,282;744895,9053;6944433,308
V18;;745027,962;6944505,254;745027,9742;6944505,255
V19;;744947,5382;6944568,027;744947,5341;6944568,059
V20;;744909,3765;6944668,235;744909,3748;6944668,278
V21;;744850,379;6944703,98;744850,3571;6944704,026
V22;;744801,287;6944637,598;744801,2928;6944637,669
V23;;744715,8077;6944606,086;744715,8142;6944606,16
V24;;744710,6713;6944516,856;744710,6729;6944516,927
V25;;744799,7207;6944440,576;744799,7232;6944440,624
V26;;744659,647;6944369,93;744659,6545;6944369,991
V27;;744601,8045;6944461,974;744603,0966;6944461,605
V28;;744704,4934;6944714,303;744704,4781;6944714,369
V29;;744692,8859;6944781,441;744692,875;6944781,506
V30;;744591,9363;6944851,043;744591,909;6944851,045
V31;;744387,3817;6944783,008;744387,361;6944782,996
V32;;744501,0148;6944802,747;744500,9932;6944802,758
V33;;744566,6436;6944688,735;744566,6149;6944688,784
V34;;744477,3758;6944739,308;744477,1801;6944739,488
['G49', 'G45', 'G32', 'G21', 'G16', 'G77', 'G73', 'G63'];;;;;
V1;;744489,6737;6944624,928;744489,6758;6944624,956
V2;;744358,7469;6944595,208;744358,736;6944595,225
V3;;744292,6575;6944529,697;744292,6446;6944529,697
V4;;744379,7136;6944471,739;744379,6964;6944471,762
V5;;744375,6168;6944361,051;744375,6141;6944361,106
V6;;744365,4951;6944281,73;744365,4823;6944281,783
V7;;744506,2463;6944317,479;744506,248;6944317,532
V8;;744640,4755;6944241,528;744640,5095;6944241,599
V9;;744709,3917;6944282,428;744709,4169;6944282,495
V10;;744648,4228;6944171,161;744648,4497;6944171,232
V11;;744775,9657;6944099,915;744776,0061;6944099,946
V12;;744851,9246;6943999,322;744851,9517;6943999,337
V13;;744958,5608;6944107,759;744958,6138;6944107,754
V14;;744983,8389;6944177,184;744983,8694;6944177,169
V15;;744873,191;6944252,737;744873,2112;6944252,756
V16;;744961,3575;6944365,32;744961,3927;6944365,329
V17;;744895,8911;6944433,292;744895,9053;6944433,308
V18;;745027,9506;6944505,268;745027,9742;6944505,255
V19;;744947,5219;6944568,042;744947,5341;6944568,059
V20;;744909,3578;6944668,254;744909,3748;6944668,278
V21;;744850,3579;6944704,001;744850,3571;6944704,026
V22;;744801,2638;6944637,616;744801,2928;6944637,669
V23;;744715,7813;6944606,103;744715,8142;6944606,16
V24;;744710,6451;6944516,869;744710,6729;6944516,927
V25;;744799,6985;6944440,586;744799,7232;6944440,624
V26;;744659,6193;6944369,936;744659,6545;6944369,991
V27;;744601,7742;6944461,985;744603,0966;6944461,605
V28;;744704,4661;6944714,324;744704,4781;6944714,369
V29;;744692,8579;6944781,466;744692,875;6944781,506
V30;;744591,906;6944851,074;744591,909;6944851,045
V31;;744387,3433;6944783,036;744387,361;6944782,996
V32;;744500,9783;6944802,772;744500,9932;6944802,758
V33;;744566,6104;6944688,756;744566,6149;6944688,784
V34;;744477,3388;6944739,331;744477,1801;6944739,488
['G50', 'G45', 'G32', 'G22', 'G19', 'G15', 'G73', 'G64'];;;;;
V1;;744489,681;6944624,933;744489,6758;6944624,956
V2;;744358,7554;6944595,215;744358,736;6944595,225
V3;;744292,6665;6944529,704;744292,6446;6944529,697
V4;;744379,7218;6944471,746;744379,6964;6944471,762
V5;;744375,6251;6944361,06;744375,6141;6944361,106
V6;;744365,5033;6944281,739;744365,4823;6944281,783
V7;;744506,2534;6944317,488;744506,248;6944317,532
V8;;744640,481;6944241,537;744640,5095;6944241,599
V9;;744709,3967;6944282,437;744709,4169;6944282,495
V10;;744648,4281;6944171,17;744648,4497;6944171,232
V11;;744775,9698;6944099,925;744776,0061;6944099,946
V12;;744851,928;6943999,333;744851,9517;6943999,337
V13;;744958,5634;6944107,768;744958,6138;6944107,754
V14;;744983,8414;6944177,193;744983,8694;6944177,169
V15;;744873,1945;6944252,745;744873,2112;6944252,756
V16;;744961,3604;6944365,327;744961,3927;6944365,329
V17;;744895,8946;6944433,299;744895,9053;6944433,308
V18;;745027,9531;6944505,274;745027,9742;6944505,255
V19;;744947,5251;6944568,048;744947,5341;6944568,059
V20;;744909,3614;6944668,259;744909,3748;6944668,278
V21;;744850,3621;6944704,005;744850,3571;6944704,026
V22;;744801,2684;6944637,621;744801,2928;6944637,669
V23;;744715,7867;6944606,109;744715,8142;6944606,16
V24;;744710,6503;6944516,876;744710,6729;6944516,927
V25;;744799,7028;6944440,592;744799,7232;6944440,624
V26;;744659,6248;6944369,944;744659,6545;6944369,991
V27;;744601,7804;6944461,992;744603,0966;6944461,605
V28;;744704,4717;6944714,329;744704,4781;6944714,369
V29;;744692,8638;6944781,47;744692,875;6944781,506
V30;;744591,913;6944851,078;744591,909;6944851,045
V31;;744387,3521;6944783,041;744387,361;6944782,996
V32;;744500,9859;6944802,777;744500,9932;6944802,758
V33;;744566,6172;6944688,761;744566,6149;6944688,784
V34;;744477,3465;6944739,336;744477,1801;6944739,488
['G53', 'G47', 'G31', 'G22', 'G17', 'G80', 'G75', 'G63'];;;;;
V1;;744489,698;6944624,916;744489,6758;6944624,956
V2;;744358,7751;6944595,196;744358,736;6944595,225
V3;;744292,6882;6944529,686;744292,6446;6944529,697
V4;;744379,7416;6944471,73;744379,6964;6944471,762
V5;;744375,6449;6944361,045;744375,6141;6944361,106
V6;;744365,5235;6944281,726;744365,4823;6944281,783
V7;;744506,27;6944317,475;744506,248;6944317,532
V8;;744640,4983;6944241,529;744640,5095;6944241,599
V9;;744709,4121;6944282,429;744709,4169;6944282,495
V10;;744648,4459;6944171,165;744648,4497;6944171,232
V11;;744775,9851;6944099,922;744776,0061;6944099,946
V12;;744851,9414;6943999,332;744851,9517;6943999,337
V13;;744958,5743;6944107,767;744958,6138;6944107,754
V14;;744983,851;6944177,19;744983,8694;6944177,169
V15;;744873,2058;6944252,739;744873,2112;6944252,756
V16;;744961,3688;6944365,32;744961,3927;6944365,329
V17;;744895,9042;6944433,29;744895,9053;6944433,308
V18;;745027,9587;6944505,264;745027,9742;6944505,255
V19;;744947,5328;6944568,037;744947,5341;6944568,059
V20;;744909,3693;6944668,245;744909,3748;6944668,278
V21;;744850,3706;6944703,99;744850,3571;6944704,026
V22;;744801,2787;6944637,607;744801,2928;6944637,669
V23;;744715,7988;6944606,094;744715,8142;6944606,16
V24;;744710,6635;6944516,863;744710,6729;6944516,927
V25;;744799,7149;6944440,583;744799,7232;6944440,624
V26;;744659,6404;6944369,934;744659,6545;6944369,991
V27;;744601,796;6944461,979;744603,0966;6944461,605
V28;;744704,483;6944714,312;744704,4781;6944714,369
V29;;744692,8745;6944781,451;744692,875;6944781,506
V30;;744591,923;6944851,054;744591,909;6944851,045
V31;;744387,3667;6944783,017;744387,361;6944782,996
V32;;744501,0006;6944802,755;744500,9932;6944802,758
V33;;744566,6317;6944688,743;744566,6149;6944688,784
V34;;744477,3622;6944739,316;744477,1801;6944739,488
['G51', 'G47', 'G30', 'G26', 'G18', 'G14', 'G68', 'G63'];;;;;
V1;;744489,6946;6944624,919;744489,6758;6944624,956
V2;;744358,7735;6944595,199;744358,736;6944595,225
V3;;744292,6876;6944529,689;744292,6446;6944529,697
V4;;744379,7405;6944471,733;744379,6964;6944471,762
V5;;744375,6447;6944361,048;744375,6141;6944361,106
V6;;744365,524;6944281,729;744365,4823;6944281,783
V7;;744506,2688;6944317,478;744506,248;6944317,532
V8;;744640,4942;6944241,537;744640,5095;6944241,599
V9;;744709,407;6944282,437;744709,4169;6944282,495
V10;;744648,4418;6944171,173;744648,4497;6944171,232
V11;;744775,98;6944099,931;744776,0061;6944099,946
V12;;744851,9363;6943999,341;744851,9517;6943999,337
V13;;744958,5672;6944107,776;744958,6138;6944107,754
V14;;744983,8434;6944177,198;744983,8694;6944177,169
V15;;744873,1993;6944252,746;744873,2112;6944252,756
V16;;744961,3609;6944365,326;744961,3927;6944365,329
V17;;744895,8967;6944433,296;744895,9053;6944433,308
V18;;745027,9497;6944505,269;745027,9742;6944505,255
V19;;744947,5241;6944568,042;744947,5341;6944568,059
V20;;744909,3606;6944668,25;744909,3748;6944668,278
V21;;744850,3627;6944703,994;744850,3571;6944704,026
V22;;744801,2714;6944637,611;744801,2928;6944637,669
V23;;744715,7928;6944606,098;744715,8142;6944606,16
V24;;744710,6578;6944516,868;744710,6729;6944516,927
V25;;744799,7083;6944440,589;744799,7232;6944440,624
V26;;744659,6357;6944369,94;744659,6545;6944369,991
V27;;744601,7919;6944461,984;744603,0966;6944461,605
V28;;744704,4768;6944714,314;744704,4781;6944714,369
V29;;744692,8684;6944781,453;744692,875;6944781,506
V30;;744591,9192;6944851,052;744591,909;6944851,045
V31;;744387,3658;6944783,014;744387,361;6944782,996
V32;;744500,9967;6944802,756;744500,9932;6944802,758
V33;;744566,6273;6944688,745;744566,6149;6944688,784
V34;;744477,3589;6944739,317;744477,1801;6944739,488
['G51', 'G47', 'G33', 'G21', 'G17', 'G79', 'G74', 'G67'];;;;;
V1;;744489,6874;6944624,926;744489,6758;6944624,956
V2;;744358,7618;6944595,207;744358,736;6944595,225
V3;;744292,6732;6944529,695;744292,6446;6944529,697
V4;;744379,7289;6944471,738;744379,6964;6944471,762
V5;;744375,6327;6944361,051;744375,6141;6944361,106
V6;;744365,5113;6944281,73;744365,4823;6944281,783
V7;;744506,2613;6944317,479;744506,248;6944317,532
V8;;744640,4894;6944241,53;744640,5095;6944241,599
V9;;744709,4049;6944282,431;744709,4169;6944282,495
V10;;744648,4369;6944171,164;744648,4497;6944171,232
V11;;744775,9791;6944099,919;744776,0061;6944099,946
V12;;744851,9378;6943999,327;744851,9517;6943999,337
V13;;744958,5727;6944107,763;744958,6138;6944107,754
V14;;744983,8503;6944177,188;744983,8694;6944177,169
V15;;744873,203;6944252,74;744873,2112;6944252,756
V16;;744961,3682;6944365,322;744961,3927;6944365,329
V17;;744895,9021;6944433,294;744895,9053;6944433,308
V18;;745027,9602;6944505,27;745027,9742;6944505,255
V19;;744947,5319;6944568,044;744947,5341;6944568,059
V20;;744909,3677;6944668,255;744909,3748;6944668,278
V21;;744850,3682;6944704,001;744850,3571;6944704,026
V22;;744801,2748;6944637,616;744801,2928;6944637,669
V23;;744715,7932;6944606,103;744715,8142;6944606,16
V24;;744710,6573;6944516,87;744710,6729;6944516,927
V25;;744799,7102;6944440,587;744799,7232;6944440,624
V26;;744659,6325;6944369,938;744659,6545;6944369,991
V27;;744601,7876;6944461,986;744603,0966;6944461,605
V28;;744704,4776;6944714,323;744704,4781;6944714,369
V29;;744692,8693;6944781,464;744692,875;6944781,506
V30;;744591,9181;6944851,07;744591,909;6944851,045
V31;;744387,3574;6944783,032;744387,361;6944782,996
V32;;744500,9912;6944802,77;744500,9932;6944802,758
V33;;744566,6232;6944688,754;744566,6149;6944688,784
V34;;744477,3522;6944739,329;744477,1801;6944739,488
['G50', 'G47', 'G32', 'G22', 'G18', 'G14', 'G74', 'G67'];;;;;
V1;;744489,6871;6944624,928;744489,6758;6944624,956
V2;;744358,7629;6944595,208;744358,736;6944595,225
V3;;744292,6752;6944529,697;744292,6446;6944529,697
V4;;744379,73;6944471,741;744379,6964;6944471,762
V5;;744375,6339;6944361,055;744375,6141;6944361,106
V6;;744365,5127;6944281,735;744365,4823;6944281,783
V7;;744506,261;6944317,484;744506,248;6944317,532
V8;;744640,4888;6944241,536;744640,5095;6944241,599
V9;;744709,4034;6944282,437;744709,4169;6944282,495
V10;;744648,4363;6944171,171;744648,4497;6944171,232
V11;;744775,9773;6944099,927;744776,0061;6944099,946
V12;;744851,9352;6943999,337;744851,9517;6943999,337
V13;;744958,5689;6944107,772;744958,6138;6944107,754
V14;;744983,846;6944177,196;744983,8694;6944177,169
V15;;744873,1996;6944252,746;744873,2112;6944252,756
V16;;744961,3637;6944365,328;744961,3927;6944365,329
V17;;744895,8982;6944433,299;744895,9053;6944433,308
V18;;745027,9546;6944505,274;745027,9742;6944505,255
V19;;744947,5272;6944568,047;744947,5341;6944568,059
V20;;744909,3632;6944668,257;744909,3748;6944668,278
V21;;744850,3641;6944704,002;744850,3571;6944704,026
V22;;744801,2714;6944637,618;744801,2928;6944637,669
V23;;744715,7907;6944606,105;744715,8142;6944606,16
V24;;744710,6551;6944516,873;744710,6729;6944516,927
V25;;744799,7074;6944440,592;744799,7232;6944440,624
V26;;744659,6313;6944369,942;744659,6545;6944369,991
V27;;744601,7866;6944461,989;744603,0966;6944461,605
V28;;744704,4749;6944714,324;744704,4781;6944714,369
V29;;744692,8665;6944781,465;744692,875;6944781,506
V30;;744591,9155;6944851,07;744591,909;6944851,045
V31;;744387,357;6944783,032;744387,361;6944782,996
V32;;744500,9903;6944802,769;744500,9932;6944802,758
V33;;744566,622;6944688,755;744566,6149;6944688,784
V34;;744477,3517;6944739,329;744477,1801;6944739,488
['G52', 'G48', 'G30', 'G24', 'G19', 'G77', 'G73', 'G64'];;;;;
V1;;744489,7075;6944624,914;744489,6758;6944624,956
V2;;744358,7878;6944595,193;744358,736;6944595,225
V3;;744292,7034;6944529,683;744292,6446;6944529,697
V4;;744379,7555;6944471,729;744379,6964;6944471,762
V5;;744375,6601;6944361,047;744375,6141;6944361,106
V6;;744365,5397;6944281,729;744365,4823;6944281,783
V7;;744506,2825;6944317,48;744506,248;6944317,532
V8;;744640,5103;6944241,538;744640,5095;6944241,599
V9;;744709,422;6944282,438;744709,4169;6944282,495
V10;;744648,4588;6944171,175;744648,4497;6944171,232
V11;;744775,9961;6944099,936;744776,0061;6944099,946
V12;;744851,9517;6943999,35;744851,9517;6943999,337
V13;;744958,581;6944107,784;744958,6138;6944107,754
V14;;744983,856;6944177,206;744983,8694;6944177,169
V15;;744873,212;6944252,752;744873,2112;6944252,756
V16;;744961,3715;6944365,331;744961,3927;6944365,329
V17;;744895,9075;6944433,299;744895,9053;6944433,308
V18;;745027,9577;6944505,273;745027,9742;6944505,255
V19;;744947,5331;6944568,043;744947,5341;6944568,059
V20;;744909,3691;6944668,249;744909,3748;6944668,278
V21;;744850,371;6944703,992;744850,3571;6944704,026
V22;;744801,2813;6944637,61;744801,2928;6944637,669
V23;;744715,8036;6944606,096;744715,8142;6944606,16
V24;;744710,6697;6944516,867;744710,6729;6944516,927
V25;;744799,7205;6944440,59;744799,7232;6944440,624
V26;;744659,65;6944369,94;744659,6545;6944369,991
V27;;744601,8053;6944461,983;744603,0966;6944461,605
V28;;744704,4863;6944714,311;744704,4781;6944714,369
V29;;744692,8769;6944781,449;744692,875;6944781,506
V30;;744591,9256;6944851,048;744591,909;6944851,045
V31;;744387,3746;6944783,009;744387,361;6944782,996
V32;;744501,007;6944802,749;744500,9932;6944802,758
V33;;744566,6384;6944688,74;744566,6149;6944688,784
V34;;744477,3699;6944739,311;744477,1801;6944739,488
['G53', 'G34', 'G33', 'G26', 'G16', 'G77', 'G74', 'G64'];;;;;
V1;;744489,6978;6944624,943;744489,6758;6944624,956
V2;;744358,7747;6944595,23;744358,736;6944595,225
V3;;744292,685;6944529,723;744292,6446;6944529,697
V4;;744379,7352;6944471,763;744379,6964;6944471,762
V5;;744375,6336;6944361,078;744375,6141;6944361,106
V6;;744365,5087;6944281,759;744365,4823;6944281,783
V7;;744506,256;6944317,501;744506,248;6944317,532
V8;;744640,4776;6944241,551;744640,5095;6944241,599
V9;;744709,393;6944282,448;744709,4169;6944282,495
V10;;744648,4216;6944171,187;744648,4497;6944171,232
V11;;744775,9565;6944099,938;744776,0061;6944099,946
V12;;744851,9079;6943999,344;744851,9517;6943999,337
V13;;744958,5449;6944107,773;744958,6138;6944107,754
V14;;744983,825;6944177,194;744983,8694;6944177,169
V15;;744873,1844;6944252,749;744873,2112;6944252,756
V16;;744961,3524;6944365,325;744961,3927;6944365,329
V17;;744895,8915;6944433,298;744895,9053;6944433,308
V18;;745027,9488;6944505,264;745027,9742;6944505,255
V19;;744947,5262;6944568,042;744947,5341;6944568,059
V20;;744909,3678;6944668,251;744909,3748;6944668,278
V21;;744850,3716;6944703,999;744850,3571;6944704,026
V22;;744801,2766;6944637,619;744801,2928;6944637,669
V23;;744715,796;6944606,11;744715,8142;6944606,16
V24;;744710,6562;6944516,88;744710,6729;6944516,927
V25;;744799,703;6944440,595;744799,7232;6944440,624
V26;;744659,6261;6944369,954;744659,6545;6944369,991
V27;;744601,787;6944462,001;744603,0966;6944461,605
V28;;744704,4857;6944714,327;744704,4781;6944714,369
V29;;744692,8809;6944781,467;744692,875;6944781,506
V30;;744591,9351;6944851,073;744591,909;6944851,045
V31;;744387,3773;6944783,045;744387,361;6944782,996
V32;;744501,0095;6944802,78;744500,9932;6944802,758
V33;;744566,6343;6944688,765;744566,6149;6944688,784
V34;;744477,3682;6944739,342;744477,1801;6944739,488
['G52', 'G56', 'G31', 'G26', 'G18', 'G14', 'G76', 'G66'];;;;;
V1;;744489,6957;6944624,929;744489,6758;6944624,956
V2;;744358,7701;6944595,211;744358,736;6944595,225
V3;;744292,6814;6944529,701;744292,6446;6944529,697
V4;;744379,7335;6944471,743;744379,6964;6944471,762
V5;;744375,632;6944361,057;744375,6141;6944361,106
V6;;744365,5074;6944281,737;744365,4823;6944281,783
V7;;744506,2554;6944317,484;744506,248;6944317,532
V8;;744640,4926;6944241,538;744640,5095;6944241,599
V9;;744709,4079;6944282,437;744709,4169;6944282,495
V10;;744648,4393;6944171,172;744648,4497;6944171,232
V11;;744775,9778;6944099,928;744776,0061;6944099,946
V12;;744851,9299;6943999,336;744851,9517;6943999,337
V13;;744958,5681;6944107,77;744958,6138;6944107,754
V14;;744983,8457;6944177,194;744983,8694;6944177,169
V15;;744873,2001;6944252,745;744873,2112;6944252,756
V16;;744961,3663;6944365,326;744961,3927;6944365,329
V17;;744895,9028;6944433,298;744895,9053;6944433,308
V18;;745027,9584;6944505,271;745027,9742;6944505,255
V19;;744947,5354;6944568,045;744947,5341;6944568,059
V20;;744909,3736;6944668,255;744909,3748;6944668,278
V21;;744850,3738;6944704,001;744850,3571;6944704,026
V22;;744801,2809;6944637,617;744801,2928;6944637,669
V23;;744715,7987;6944606,105;744715,8142;6944606,16
V24;;744710,6622;6944516,873;744710,6729;6944516,927
V25;;744799,7141;6944440,591;744799,7232;6944440,624
V26;;744659,6364;6944369,943;744659,6545;6944369,991
V27;;744601,7915;6944461,99;744603,0966;6944461,605
V28;;744704,4838;6944714,324;744704,4781;6944714,369
V29;;744692,8756;6944781,464;744692,875;6944781,506
V30;;744591,9175;6944851,068;744591,909;6944851,045
V31;;744387,3566;6944783,032;744387,361;6944782,996
V32;;744501,0001;6944802,77;744500,9932;6944802,758
V33;;744566,6308;6944688,756;744566,6149;6944688,784
V34;;744477,3599;6944739,33;744477,1801;6944739,488
['G50', 'G47', 'G30', 'G23', 'G19', 'G77', 'G73', 'G66'];;;;;
V1;;744489,6855;6944624,92;744489,6758;6944624,956
V2;;744358,7623;6944595,197;744358,736;6944595,225
V3;;744292,6764;6944529,685;744292,6446;6944529,697
V4;;744379,7325;6944471,731;744379,6964;6944471,762
V5;;744375,6393;6944361,046;744375,6141;6944361,106
V6;;744365,5203;6944281,727;744365,4823;6944281,783
V7;;744506,2675;6944317,479;744506,248;6944317,532
V8;;744640,4963;6944241,533;744640,5095;6944241,599
V9;;744709,4098;6944282,435;744709,4169;6944282,495
V10;;744648,4456;6944171,168;744648,4497;6944171,232
V11;;744775,9881;6944099,928;744776,0061;6944099,946
V12;;744851,9486;6943999,34;744851,9517;6943999,337
V13;;744958,5792;6944107,777;744958,6138;6944107,754
V14;;744983,8546;6944177,201;744983,8694;6944177,169
V15;;744873,2066;6944252,749;744873,2112;6944252,756
V16;;744961,3677;6944365,332;744961,3927;6944365,329
V17;;744895,9005;6944433,302;744895,9053;6944433,308
V18;;745027,955;6944505,28;745027,9742;6944505,255
V19;;744947,526;6944568,05;744947,5341;6944568,059
V20;;744909,3595;6944668,258;744909,3748;6944668,278
V21;;744850,3597;6944704,003;744850,3571;6944704,026
V22;;744801,2688;6944637,618;744801,2928;6944637,669
V23;;744715,789;6944606,103;744715,8142;6944606,16
V24;;744710,6557;6944516,871;744710,6729;6944516,927
V25;;744799,7097;6944440,591;744799,7232;6944440,624
V26;;744659,6356;6944369,939;744659,6545;6944369,991
V27;;744601,7888;6944461,985;744603,0966;6944461,605
V28;;744704,4706;6944714,322;744704,4781;6944714,369
V29;;744692,8606;6944781,461;744692,875;6944781,506
V30;;744591,9085;6944851,065;744591,909;6944851,045
V31;;744387,3522;6944783,023;744387,361;6944782,996
V32;;744500,9843;6944802,761;744500,9932;6944802,758
V33;;744566,6186;6944688,749;744566,6149;6944688,784
V34;;744477,3473;6944739,321;744477,1801;6944739,488
['G51', 'G34', 'G31', 'G21', 'G18', 'G15', 'G68', 'G63'];;;;;
V1;;744489,6961;6944624,916;744489,6758;6944624,956
V2;;744358,7742;6944595,197;744358,736;6944595,225
V3;;744292,6874;6944529,688;744292,6446;6944529,697
V4;;744379,7403;6944471,732;744379,6964;6944471,762
V5;;744375,6439;6944361,048;744375,6141;6944361,106
V6;;744365,5225;6944281,729;744365,4823;6944281,783
V7;;744506,2685;6944317,477;744506,248;6944317,532
V8;;744640,4935;6944241,53;744640,5095;6944241,599
V9;;744709,4071;6944282,43;744709,4169;6944282,495
V10;;744648,4406;6944171,166;744648,4497;6944171,232
V11;;744775,979;6944099,923;744776,0061;6944099,946
V12;;744851,9351;6943999,334;744851,9517;6943999,337
V13;;744958,5673;6944107,767;744958,6138;6944107,754
V14;;744983,8443;6944177,189;744983,8694;6944177,169
V15;;744873,2002;6944252,739;744873,2112;6944252,756
V16;;744961,3632;6944365,319;744961,3927;6944365,329
V17;;744895,8991;6944433,289;744895,9053;6944433,308
V18;;745027,9535;6944505,262;745027,9742;6944505,255
V19;;744947,5277;6944568,034;744947,5341;6944568,059
V20;;744909,3648;6944668,242;744909,3748;6944668,278
V21;;744850,3669;6944703,987;744850,3571;6944704,026
V22;;744801,2749;6944637,605;744801,2928;6944637,669
V23;;744715,7955;6944606,093;744715,8142;6944606,16
V24;;744710,6597;6944516,862;744710,6729;6944516,927
V25;;744799,7101;6944440,581;744799,7232;6944440,624
V26;;744659,6362;6944369,934;744659,6545;6944369,991
V27;;744601,7929;6944461,979;744603,0966;6944461,605
V28;;744704,4804;6944714,31;744704,4781;6944714,369
V29;;744692,8725;6944781,449;744692,875;6944781,506
V30;;744591,9237;6944851,053;744591,909;6944851,045
V31;;744387,3686;6944783,017;744387,361;6944782,996
V32;;744500,9999;6944802,754;744500,9932;6944802,758
V33;;744566,6298;6944688,742;744566,6149;6944688,784
V34;;744477,3614;6944739,315;744477,1801;6944739,488
['G52', 'G34', 'G30', 'G23', 'G17', 'G77', 'G68', 'G64'];;;;;
V1;;744489,6971;6944624,93;744489,6758;6944624,956
V2;;744358,772;6944595,212;744358,736;6944595,225
V3;;744292,6835;6944529,701;744292,6446;6944529,697
V4;;744379,738;6944471,744;744379,6964;6944471,762
V5;;744375,6407;6944361,058;744375,6141;6944361,106
V6;;744365,5186;6944281,739;744365,4823;6944281,783
V7;;744506,2678;6944317,487;744506,248;6944317,532
V8;;744640,4968;6944241,536;744640,5095;6944241,599
V9;;744709,412;6944282,437;744709,4169;6944282,495
V10;;744648,4439;6944171,171;744648,4497;6944171,232
V11;;744775,9848;6944099,926;744776,0061;6944099,946
V12;;744851,9418;6943999,335;744851,9517;6943999,337
V13;;744958,5771;6944107,769;744958,6138;6944107,754
V14;;744983,8548;6944177,194;744983,8694;6944177,169
V15;;744873,2084;6944252,745;744873,2112;6944252,756
V16;;744961,3737;6944365,327;744961,3927;6944365,329
V17;;744895,9085;6944433,298;744895,9053;6944433,308
V18;;745027,9658;6944505,273;745027,9742;6944505,255
V19;;744947,5389;6944568,046;744947,5341;6944568,059
V20;;744909,3755;6944668,256;744909,3748;6944668,278
V21;;744850,3763;6944704,003;744850,3571;6944704,026
V22;;744801,283;6944637,619;744801,2928;6944637,669
V23;;744715,8015;6944606,106;744715,8142;6944606,16
V24;;744710,6654;6944516,874;744710,6729;6944516,927
V25;;744799,7176;6944440,591;744799,7232;6944440,624
V26;;744659,6402;6944369,943;744659,6545;6944369,991
V27;;744601,7958;6944461,991;744603,0966;6944461,605
V28;;744704,4864;6944714,326;744704,4781;6944714,369
V29;;744692,8783;6944781,467;744692,875;6944781,506
V30;;744591,9265;6944851,074;744591,909;6944851,045
V31;;744387,3664;6944783,037;744387,361;6944782,996
V32;;744501,0015;6944802,773;744500,9932;6944802,758
V33;;744566,6327;6944688,758;744566,6149;6944688,784
V34;;744477,3622;6944739,332;744477,1801;6944739,488
['G51', 'G48', 'G31', 'G26', 'G19', 'G80', 'G75', 'G67'];;;;;
V1;;744489,707;6944624,916;744489,6758;6944624,956
V2;;744358,7885;6944595,195;744358,736;6944595,225
V3;;744292,7042;6944529,686;744292,6446;6944529,697
V4;;744379,7549;6944471,732;744379,6964;6944471,762
V5;;744375,6585;6944361,05;744375,6141;6944361,106
V6;;744365,5375;6944281,732;744365,4823;6944281,783
V7;;744506,2791;6944317,481;744506,248;6944317,532
V8;;744640,5054;6944241,543;744640,5095;6944241,599
V9;;744709,4167;6944282,442;744709,4169;6944282,495
