['G51', 'G48', 'G33', 'G21', 'G19', 'G14', 'G73', 'G66'];;X;Y;X1;Y1
V24;;744710,6588;6944516,873;744710,6729;6944516,927
V25;;744799,7097;6944440,59;744799,7232;6944440,624
V26;;744659,6336;6944369,943;744659,6545;6944369,991
V27;;744601,7902;6944461,99;744603,0966;6944461,605
V28;;744704,4808;6944714,323;744704,4781;6944714,369
V29;;744692,8733;6944781,463;744692,875;6944781,506
V30;;744591,9231;6944851,068;744591,909;6944851,045
V31;;744387,365;6944783,033;744387,361;6944782,996
V32;;744500,9986;6944802,769;744500,9932;6944802,758
V33;;744566,6285;6944688,755;744566,6149;6944688,784
V34;;744477,3593;6944739,33;744477,1801;6944739,488
['G52', 'G56', 'G32', 'G26', 'G18', 'G80', 'G75', 'G65'];;;;;
V1;;744489,695;6944624,93;744489,6758;6944624,956
V2;;744358,7712;6944595,213;744358,736;6944595,225
V3;;744292,6827;6944529,704;744292,6446;6944529,697
V4;;744379,7338;6944471,747;744379,6964;6944471,762
V5;;744375,6327;6944361,063;744375,6141;6944361,106
V6;;744365,5083;6944281,744;744365,4823;6944281,783
V7;;744506,2551;6944317,49;744506,248;6944317,532
V8;;744640,4862;6944241,541;744640,5095;6944241,599
V9;;744709,4009;6944282,439;744709,4169;6944282,495
V10;;744648,4321;6944171,176;744648,4497;6944171,232
V11;;744775,9688;6944099,931;744776,0061;6944099,946
V12;;744851,9205;6943999,34;744851,9517;6943999,337
V13;;744958,5572;6944107,772;744958,6138;6944107,754
V14;;744983,8354;6944177,195;744983,8694;6944177,169
V15;;744873,192;6944252,746;744873,2112;6944252,756
V16;;744961,3579;6944365,324;744961,3927;6944365,329
V17;;744895,8955;6944433,296;744895,9053;6944433,308
V18;;745027,9507;6944505,267;745027,9742;6944505,255
V19;;744947,528;6944568,041;744947,5341;6944568,059
V20;;744909,3674;6944668,25;744909,3748;6944668,278
V21;;744850,3691;6944703,996;744850,3571;6944704,026
V22;;744801,276;6944637,614;744801,2928;6944637,669
V23;;744715,7949;6944606,103;744715,8142;6944606,16
V24;;744710,6576;6944516,872;744710,6729;6944516,927
V25;;744799,7074;6944440,59;744799,7232;6944440,624
V26;;744659,6311;6944369,945;744659,6545;6944369,991
V27;;744601,7883;6944461,991;744603,0966;6944461,605
V28;;744704,4815;6944714,321;744704,4781;6944714,369
V29;;744692,8743;6944781,46;744692,875;6944781,506
V30;;744591,921;6944851,066;744591,909;6944851,045
V31;;744387,3627;6944783,033;744387,361;6944782,996
V32;;744501,0013;6944802,768;744500,9932;6944802,758
V33;;744566,6299;6944688,754;744566,6149;6944688,784
V34;;744477,3611;6944739,329;744477,1801;6944739,488
['G49', 'G47', 'G32', 'G24', 'G19', 'G77', 'G73', 'G63'];;;;;
V1;;744489,6891;6944624,923;744489,6758;6944624,956
V2;;744358,7673;6944595,203;744358,736;6944595,225
V3;;744292,6812;6944529,692;744292,6446;6944529,697
V4;;744379,7347;6944471,737;744379,6964;6944471,762
V5;;744375,6391;6944361,054;744375,6141;6944361,106
V6;;744365,5184;6944281,735;744365,4823;6944281,783
V7;;744506,264;6944317,485;744506,248;6944317,532
V8;;744640,4908;6944241,539;744640,5095;6944241,599
V9;;744709,404;6944282,439;744709,4169;6944282,495
V10;;744648,4387;6944171,175;744648,4497;6944171,232
V11;;744775,9778;6944099,934;744776,0061;6944099,946
V12;;744851,9348;6943999,345;744851,9517;6943999,337
V13;;744958,5661;6944107,779;744958,6138;6944107,754
V14;;744983,8423;6944177,202;744983,8694;6944177,169
V15;;744873,1973;6944252,75;744873,2112;6944252,756
V16;;744961,3591;6944365,331;744961,3927;6944365,329
V17;;744895,8943;6944433,3;744895,9053;6944433,308
V18;;745027,9478;6944505,275;745027,9742;6944505,255
V19;;744947,5216;6944568,046;744947,5341;6944568,059
V20;;744909,3577;6944668,254;744909,3748;6944668,278
V21;;744850,3592;6944703,999;744850,3571;6944704,026
V22;;744801,2679;6944637,615;744801,2928;6944637,669
V23;;744715,7888;6944606,102;744715,8142;6944606,16
V24;;744710,654;6944516,872;744710,6729;6944516,927
V25;;744799,7053;6944440,592;744799,7232;6944440,624
V26;;744659,6321;6944369,943;744659,6545;6944369,991
V27;;744601,7876;6944461,988;744603,0966;6944461,605
V28;;744704,4724;6944714,319;744704,4781;6944714,369
V29;;744692,8637;6944781,458;744692,875;6944781,506
V30;;744591,9134;6944851,061;744591,909;6944851,045
V31;;744387,3588;6944783,023;744387,361;6944782,996
V32;;744500,9908;6944802,761;744500,9932;6944802,758
V33;;744566,6221;6944688,75;744566,6149;6944688,784
V34;;744477,3529;6944739,322;744477,1801;6944739,488
['G49', 'G48', 'G33', 'G22', 'G16', 'G14', 'G73', 'G65'];;;;;
V1;;744489,6873;6944624,914;744489,6758;6944624,956
V2;;744358,7652;6944595,193;744358,736;6944595,225
V3;;744292,6793;6944529,682;744292,6446;6944529,697
V4;;744379,7345;6944471,727;744379,6964;6944471,762
V5;;744375,641;6944361,044;744375,6141;6944361,106
V6;;744365,5217;6944281,725;744365,4823;6944281,783
V7;;744506,2681;6944317,476;744506,248;6944317,532
V8;;744640,4942;6944241,529;744640,5095;6944241,599
V9;;744709,4074;6944282,43;744709,4169;6944282,495
V10;;744648,4429;6944171,164;744648,4497;6944171,232
V11;;744775,9841;6944099,924;744776,0061;6944099,946
V12;;744851,9436;6943999,337;744851,9517;6943999,337
V13;;744958,5738;6944107,772;744958,6138;6944107,754
V14;;744983,8495;6944177,196;744983,8694;6944177,169
V15;;744873,2029;6944252,743;744873,2112;6944252,756
V16;;744961,364;6944365,325;744961,3927;6944365,329
V17;;744895,8977;6944433,294;744895,9053;6944433,308
V18;;745027,9518;6944505,271;745027,9742;6944505,255
V19;;744947,5235;6944568,041;744947,5341;6944568,059
V20;;744909,358;6944668,249;744909,3748;6944668,278
V21;;744850,359;6944703,994;744850,3571;6944704,026
V22;;744801,268;6944637,609;744801,2928;6944637,669
V23;;744715,7889;6944606,095;744715,8142;6944606,16
V24;;744710,6549;6944516,864;744710,6729;6944516,927
V25;;744799,7075;6944440,585;744799,7232;6944440,624
V26;;744659,6343;6944369,934;744659,6545;6944369,991
V27;;744601,7887;6944461,979;744603,0966;6944461,605
V28;;744704,4713;6944714,313;744704,4781;6944714,369
V29;;744692,8619;6944781,453;744692,875;6944781,506
V30;;744591,912;6944851,057;744591,909;6944851,045
V31;;744387,3571;6944783,017;744387,361;6944782,996
V32;;744500,9873;6944802,754;744500,9932;6944802,758
V33;;744566,6203;6944688,742;744566,6149;6944688,784
V34;;744477,3502;6944739,314;744477,1801;6944739,488
['G51', 'G47', 'G33', 'G23', 'G20', 'G80', 'G74', 'G63'];;;;;
V1;;744489,6897;6944624,914;744489,6758;6944624,956
V2;;744358,7667;6944595,194;744358,736;6944595,225
V3;;744292,6797;6944529,684;744292,6446;6944529,697
V4;;744379,7337;6944471,728;744379,6964;6944471,762
V5;;744375,6377;6944361,043;744375,6141;6944361,106
V6;;744365,5167;6944281,724;744365,4823;6944281,783
V7;;744506,2636;6944317,473;744506,248;6944317,532
V8;;744640,4906;6944241,526;744640,5095;6944241,599
V9;;744709,4045;6944282,426;744709,4169;6944282,495
V10;;744648,4382;6944171,161;744648,4497;6944171,232
V11;;744775,9781;6944099,919;744776,0061;6944099,946
V12;;744851,9353;6943999,329;744851,9517;6943999,337
V13;;744958,5679;6944107,763;744958,6138;6944107,754
V14;;744983,8447;6944177,187;744983,8694;6944177,169
V15;;744873,1992;6944252,736;744873,2112;6944252,756
V16;;744961,3623;6944365,317;744961,3927;6944365,329
V17;;744895,8973;6944433,288;744895,9053;6944433,308
V18;;745027,9523;6944505,262;745027,9742;6944505,255
V19;;744947,5256;6944568,035;744947,5341;6944568,059
V20;;744909,3618;6944668,243;744909,3748;6944668,278
V21;;744850,3632;6944703,988;744850,3571;6944704,026
V22;;744801,2711;6944637,605;744801,2928;6944637,669
V23;;744715,7912;6944606,092;744715,8142;6944606,16
V24;;744710,6558;6944516,861;744710,6729;6944516,927
V25;;744799,7074;6944440,58;744799,7232;6944440,624
V26;;744659,6327;6944369,931;744659,6545;6944369,991
V27;;744601,7883;6944461,977;744603,0966;6944461,605
V28;;744704,4753;6944714,31;744704,4781;6944714,369
V29;;744692,8669;6944781,45;744692,875;6944781,506
V30;;744591,9165;6944851,054;744591,909;6944851,045
V31;;744387,3599;6944783,017;744387,361;6944782,996
V32;;744500,9924;6944802,754;744500,9932;6944802,758
V33;;744566,6237;6944688,741;744566,6149;6944688,784
V34;;744477,3541;6944739,314;744477,1801;6944739,488
['G53', 'G47', 'G31', 'G26', 'G19', 'G80', 'G74', 'G64'];;;;;
V1;;744489,6985;6944624,929;744489,6758;6944624,956
V2;;744358,7764;6944595,211;744358,736;6944595,225
V3;;744292,6893;6944529,702;744292,6446;6944529,697
V4;;744379,741;6944471,745;744379,6964;6944471,762
V5;;744375,6424;6944361,061;744375,6141;6944361,106
V6;;744365,5198;6944281,742;744365,4823;6944281,783
V7;;744506,2654;6944317,489;744506,248;6944317,532
V8;;744640,4925;6944241,544;744640,5095;6944241,599
V9;;744709,4062;6944282,443;744709,4169;6944282,495
V10;;744648,4391;6944171,18;744648,4497;6944171,232
V11;;744775,9761;6944099,936;744776,0061;6944099,946
V12;;744851,9298;6943999,346;744851,9517;6943999,337
V13;;744958,5634;6944107,778;744958,6138;6944107,754
V14;;744983,8407;6944177,201;744983,8694;6944177,169
V15;;744873,1975;6944252,751;744873,2112;6944252,756
V16;;744961,3613;6944365,329;744961,3927;6944365,329
V17;;744895,8983;6944433,3;744895,9053;6944433,308
V18;;745027,9522;6944505,272;745027,9742;6944505,255
V19;;744947,5283;6944568,045;744947,5341;6944568,059
V20;;744909,3666;6944668,253;744909,3748;6944668,278
V21;;744850,3688;6944703,998;744850,3571;6944704,026
V22;;744801,2766;6944637,616;744801,2928;6944637,669
V23;;744715,7969;6944606,104;744715,8142;6944606,16
V24;;744710,6605;6944516,874;744710,6729;6944516,927
V25;;744799,7102;6944440,594;744799,7232;6944440,624
V26;;744659,636;6944369,947;744659,6545;6944369,991
V27;;744601,7932;6944461,992;744603,0966;6944461,605
V28;;744704,4825;6944714,321;744704,4781;6944714,369
V29;;744692,875;6944781,46;744692,875;6944781,506
V30;;744591,9245;6944851,062;744591,909;6944851,045
V31;;744387,3691;6944783,027;744387,361;6944782,996
V32;;744501,0032;6944802,766;744500,9932;6944802,758
V33;;744566,6323;6944688,754;744566,6149;6944688,784
V34;;744477,3641;6944739,327;744477,1801;6944739,488
['G53', 'G34', 'G30', 'G23', 'G18', 'G80', 'G73', 'G63'];;;;;
V1;;744489,6995;6944624,915;744489,6758;6944624,956
V2;;744358,7769;6944595,196;744358,736;6944595,225
V3;;744292,6899;6944529,687;744292,6446;6944529,697
V4;;744379,7429;6944471,731;744379,6964;6944471,762
V5;;744375,6458;6944361,047;744375,6141;6944361,106
V6;;744365,5241;6944281,729;744365,4823;6944281,783
V7;;744506,2704;6944317,477;744506,248;6944317,532
V8;;744640,4976;6944241,529;744640,5095;6944241,599
V9;;744709,4114;6944282,429;744709,4169;6944282,495
V10;;744648,4448;6944171,165;744648,4497;6944171,232
V11;;744775,9834;6944099,922;744776,0061;6944099,946
V12;;744851,9391;6943999,333;744851,9517;6943999,337
V13;;744958,5721;6944107,766;744958,6138;6944107,754
V14;;744983,8491;6944177,189;744983,8694;6944177,169
V15;;744873,2045;6944252,738;744873,2112;6944252,756
V16;;744961,3679;6944365,318;744961,3927;6944365,329
V17;;744895,9037;6944433,288;744895,9053;6944433,308
V18;;745027,9582;6944505,262;745027,9742;6944505,255
V19;;744947,5327;6944568,034;744947,5341;6944568,059
V20;;744909,3698;6944668,242;744909,3748;6944668,278
V21;;744850,3715;6944703,987;744850,3571;6944704,026
V22;;744801,2794;6944637,604;744801,2928;6944637,669
V23;;744715,7996;6944606,092;744715,8142;6944606,16
V24;;744710,6639;6944516,862;744710,6729;6944516,927
V25;;744799,7147;6944440,581;744799,7232;6944440,624
V26;;744659,6402;6944369,933;744659,6545;6944369,991
V27;;744601,7965;6944461,979;744603,0966;6944461,605
V28;;744704,4843;6944714,31;744704,4781;6944714,369
V29;;744692,8762;6944781,449;744692,875;6944781,506
V30;;744591,9256;6944851,054;744591,909;6944851,045
V31;;744387,3696;6944783,018;744387,361;6944782,996
V32;;744501,0029;6944802,754;744500,9932;6944802,758
V33;;744566,6333;6944688,741;744566,6149;6944688,784
V34;;744477,3643;6944739,315;744477,1801;6944739,488
['G51', 'G48', 'G30', 'G23', 'G20', 'G79', 'G75', 'G66'];;;;;
V1;;744489,6978;6944624,903;744489,6758;6944624,956
V2;;744358,7774;6944595,18;744358,736;6944595,225
V3;;744292,6931;6944529,669;744292,6446;6944529,697
V4;;744379,7478;6944471,716;744379,6964;6944471,762
V5;;744375,6552;6944361,033;744375,6141;6944361,106
V6;;744365,5367;6944281,715;744365,4823;6944281,783
V7;;744506,281;6944317,467;744506,248;6944317,532
V8;;744640,5073;6944241,524;744640,5095;6944241,599
V9;;744709,4193;6944282,426;744709,4169;6944282,495
V10;;744648,4568;6944171,16;744648,4497;6944171,232
V11;;744775,9971;6944099,922;744776,0061;6944099,946
V12;;744851,9566;6943999,336;744851,9517;6943999,337
V13;;744958,5845;6944107,772;744958,6138;6944107,754
V14;;744983,8591;6944177,195;744983,8694;6944177,169
V15;;744873,213;6944252,741;744873,2112;6944252,756
V16;;744961,3718;6944365,323;744961,3927;6944365,329
V17;;744895,9056;6944433,29;744895,9053;6944433,308
V18;;745027,9571;6944505,267;745027,9742;6944505,255
V19;;744947,5294;6944568,037;744947,5341;6944568,059
V20;;744909,3633;6944668,243;744909,3748;6944668,278
V21;;744850,3645;6944703,986;744850,3571;6944704,026
V22;;744801,2748;6944637,602;744801,2928;6944637,669
V23;;744715,7969;6944606,087;744715,8142;6944606,16
V24;;744710,6641;6944516,857;744710,6729;6944516,927
V25;;744799,7166;6944440,58;744799,7232;6944440,624
V26;;744659,6457;6944369,928;744659,6545;6944369,991
V27;;744601,7997;6944461,971;744603,0966;6944461,605
V28;;744704,4783;6944714,304;744704,4781;6944714,369
V29;;744692,8682;6944781,442;744692,875;6944781,506
V30;;744591,9179;6944851,044;744591,909;6944851,045
V31;;744387,366;6944783,001;744387,361;6944782,996
V32;;744500,9956;6944802,741;744500,9932;6944802,758
V33;;744566,6291;6944688,731;744566,6149;6944688,784
V34;;744477,3594;6944739,302;744477,1801;6944739,488
['G49', 'G47', 'G30', 'G21', 'G18', 'G79', 'G73', 'G66'];;;;;
V1;;744489,6794;6944624,921;744489,6758;6944624,956
V2;;744358,7534;6944595,198;744358,736;6944595,225
V3;;744292,6656;6944529,685;744292,6446;6944529,697
V4;;744379,7232;6944471,729;744379,6964;6944471,762
V5;;744375,6293;6944361,043;744375,6141;6944361,106
V6;;744365,5096;6944281,722;744365,4823;6944281,783
V7;;744506,26;6944317,474;744506,248;6944317,532
V8;;744640,491;6944241,525;744640,5095;6944241,599
V9;;744709,4062;6944282,427;744709,4169;6944282,495
V10;;744648,4401;6944171,158;744648,4497;6944171,232
V11;;744775,9849;6944099,916;744776,0061;6944099,946
V12;;744851,9463;6943999,326;744851,9517;6943999,337
V13;;744958,5798;6944107,764;744958,6138;6944107,754
V14;;744983,8561;6944177,19;744983,8694;6944177,169
V15;;744873,2063;6944252,74;744873,2112;6944252,756
V16;;744961,3699;6944365,325;744961,3927;6944365,329
V17;;744895,9018;6944433,296;744895,9053;6944433,308
V18;;745027,9594;6944505,275;745027,9742;6944505,255
V19;;744947,5291;6944568,047;744947,5341;6944568,059
V20;;744909,3625;6944668,257;744909,3748;6944668,278
V21;;744850,3616;6944704,003;744850,3571;6944704,026
V22;;744801,2693;6944637,616;744801,2928;6944637,669
V23;;744715,7876;6944606,102;744715,8142;6944606,16
V24;;744710,6536;6944516,868;744710,6729;6944516,927
V25;;744799,7089;6944440,586;744799,7232;6944440,624
V26;;744659,6315;6944369,933;744659,6545;6944369,991
V27;;744601,7841;6944461,981;744603,0966;6944461,605
V28;;744704,4696;6944714,323;744704,4781;6944714,369
V29;;744692,8597;6944781,464;744692,875;6944781,506
V30;;744591,906;6944851,071;744591,909;6944851,045
V31;;744387,3451;6944783,028;744387,361;6944782,996
V32;;744500,9795;6944802,766;744500,9932;6944802,758
V33;;744566,6145;6944688,751;744566,6149;6944688,784
V34;;744477,3417;6944739,324;744477,1801;6944739,488
['G53', 'G45', 'G32', 'G26', 'G18', 'G15', 'G76', 'G65'];;;;;
V1;;744489,6834;6944624,938;744489,6758;6944624,956
V2;;744358,7557;6944595,222;744358,736;6944595,225
V3;;744292,6645;6944529,713;744292,6446;6944529,697
V4;;744379,7181;6944471,751;744379,6964;6944471,762
V5;;744375,6171;6944361,063;744375,6141;6944361,106
V6;;744365,4923;6944281,742;744365,4823;6944281,783
V7;;744506,2441;6944317,486;744506,248;6944317,532
V8;;744640,4732;6944241,535;744640,5095;6944241,599
V9;;744709,3905;6944282,433;744709,4169;6944282,495
V10;;744648,4183;6944171,168;744648,4497;6944171,232
V11;;744775,9584;6944099,918;744776,0061;6944099,946
V12;;744851,9129;6943999,322;744851,9517;6943999,337
V13;;744958,553;6944107,756;744958,6138;6944107,754
V14;;744983,833;6944177,18;744983,8694;6944177,169
V15;;744873,1876;6944252,736;744873,2112;6944252,756
V16;;744961,3575;6944365,317;744961,3927;6944365,329
V17;;744895,8936;6944433,291;744895,9053;6944433,308
V18;;745027,9546;6944505,262;745027,9742;6944505,255
V19;;744947,5289;6944568,04;744947,5341;6944568,059
V20;;744909,3681;6944668,253;744909,3748;6944668,278
V21;;744850,3692;6944704,001;744850,3571;6944704,026
V22;;744801,2733;6944637,618;744801,2928;6944637,669
V23;;744715,7898;6944606,107;744715,8142;6944606,16
V24;;744710,6509;6944516,874;744710,6729;6944516,927
V25;;744799,7019;6944440,588;744799,7232;6944440,624
V26;;744659,6208;6944369,942;744659,6545;6944369,991
V27;;744601,7783;6944461,992;744603,0966;6944461,605
V28;;744704,4778;6944714,328;744704,4781;6944714,369
V29;;744692,8716;6944781,47;744692,875;6944781,506
V30;;744591,9201;6944851,078;744591,909;6944851,045
V31;;744387,3554;6944783,046;744387,361;6944782,996
V32;;744500,9932;6944802,782;744500,9932;6944802,758
V33;;744566,6217;6944688,764;744566,6149;6944688,784
V34;;744477,3516;6944739,341;744477,1801;6944739,488
['G53', 'G56', 'G31', 'G21', 'G16', 'G79', 'G76', 'G67'];;;;;
V1;;744489,7009;6944624,919;744489,6758;6944624,956
V2;;744358,7758;6944595,2;744358,736;6944595,225
V3;;744292,6877;6944529,689;744292,6446;6944529,697
V4;;744379,7404;6944471,732;744379,6964;6944471,762
V5;;744375,6405;6944361,046;744375,6141;6944361,106
V6;;744365,5169;6944281,727;744365,4823;6944281,783
V7;;744506,2646;6944317,475;744506,248;6944317,532
V8;;744640,5004;6944241,529;744640,5095;6944241,599
V9;;744709,4153;6944282,429;744709,4169;6944282,495
V10;;744648,4476;6944171,163;744648,4497;6944171,232
V11;;744775,9868;6944099,92;744776,0061;6944099,946
V12;;744851,9404;6943999,329;744851,9517;6943999,337
V13;;744958,577;6944107,764;744958,6138;6944107,754
V14;;744983,8543;6944177,188;744983,8694;6944177,169
V15;;744873,2082;6944252,738;744873,2112;6944252,756
V16;;744961,3734;6944365,319;744961,3927;6944365,329
V17;;744895,9092;6944433,29;744895,9053;6944433,308
V18;;745027,9645;6944505,264;745027,9742;6944505,255
V19;;744947,5404;6944568,038;744947,5341;6944568,059
V20;;744909,3778;6944668,247;744909,3748;6944668,278
V21;;744850,3779;6944703,993;744850,3571;6944704,026
V22;;744801,2855;6944637,609;744801,2928;6944637,669
V23;;744715,8038;6944606,096;744715,8142;6944606,16
V24;;744710,668;6944516,865;744710,6729;6944516,927
V25;;744799,7202;6944440,583;744799,7232;6944440,624
V26;;744659,6433;6944369,934;744659,6545;6944369,991
V27;;744601,798;6944461,981;744603,0966;6944461,605
V28;;744704,4882;6944714,315;744704,4781;6944714,369
V29;;744692,8797;6944781,455;744692,875;6944781,506
V30;;744591,9225;6944851,059;744591,909;6944851,045
V31;;744387,3626;6944783,021;744387,361;6944782,996
V32;;744501,0041;6944802,76;744500,9932;6944802,758
V33;;744566,6354;6944688,746;744566,6149;6944688,784
V34;;744477,3645;6944739,32;744477,1801;6944739,488
